Spectral_lap_eig_0,Spectral_lap_eig_1,Spectral_lap_eig_2,Spectral_lap_eig_3,Spectral_lap_eig_4,Spectral_lap_eig_5,Spectral_lap_eig_6,Spectral_lap_eig_7,Spectral_lap_eig_8,Spectral_lap_eig_9,count
7.31130173223982e-16,0.4317033250403567,2.967599778831,3.539214897501906,4.0,4.286033058699251,4.411293755399579,4.695469715890127,5.621732154621115,5.728178123197889,4
-3.797288553908198e-17,0.286415338128907,2.885092458523244,3.9999999999999982,4.0,4.381966011250104,4.381966011250107,4.482859238375049,5.254101688365052,6.230725423496049,3
8.280973822435593e-16,0.6489065536039448,2.885092458523242,4.0,4.000000000000002,4.381966011250104,4.697224362268004,5.102195516955159,5.254101688365052,6.618033988749894,3
-4.952725563345055e-15,0.5650432951094904,3.2539547441392784,3.5487895499107034,4.278413254946175,4.381966011250103,4.41916742564752,4.87078824607477,5.72811995943478,6.000000000000004,2
-2.742616525636378e-15,0.8088806959954846,2.739086019761225,3.514195586307522,3.82559504515419,4.276334970963681,4.688082359506451,5.44734373159747,5.7558181679762495,6.000000000000002,2
-2.7379563770360045e-15,0.8144093158469669,3.0261650641114435,3.785847389448939,3.999999999999997,4.377229451909171,4.728082964222056,5.286734405211593,5.7911249928902615,5.999999999999999,2
-2.7562010650831088e-15,0.6123080080566773,2.976221465265999,3.5735132545677644,4.000000000000001,4.196481595104811,4.645441474047274,4.896455997872009,5.62501739183174,5.999999999999998,2
-3.015848785221204e-15,0.7276547019718677,2.376301598738302,3.561339791754792,3.774016861239112,4.330062598961822,4.6568027019207845,4.903571055585831,5.494344081590005,5.9354421707819895,2
-1.7589903096081714e-17,0.7176020676144654,3.009873735044501,3.2852956018317565,3.60641951843356,4.185596779311974,4.378261915470541,5.158032947501492,5.493489153136423,5.736592100152008,2
6.147092648067533e-18,0.883746247318878,2.839878514889134,3.073593794646623,4.1230604160531295,4.29801120171763,4.529389801836586,5.124741530997809,5.999999999999998,6.139770129975803,2
2.443526030116079e-17,0.758904283818032,2.962048139999653,3.6022767479255053,3.809489932559082,4.350142659556507,4.657813187532338,5.114292239497588,5.644920528568247,6.1344088883093,2
8.400395857910745e-17,0.7532760512747169,2.8326718591999347,3.072358544294913,3.804566274322867,4.217078368207486,4.3865199152738645,5.11325445790458,5.4805909785299525,6.108822416522659,2
1.92602149811977e-16,0.619776774399335,2.967612350466643,3.708043595879744,3.999999999999997,4.352933709595591,4.527734597804449,4.898147998058294,5.727177012731267,5.9999999999999964,2
2.6390972796099555e-16,0.5023657001363022,2.9403642366852525,4.000000000000002,4.195347323440609,4.381966011250103,4.424475226639208,4.866598874069231,5.290585840027888,6.236503758212712,2
-7.684414673784869e-16,0.4481048160547971,3.491518800819331,3.613305516934874,4.000000000000003,4.320356814437879,4.688690672568928,5.000000000000002,5.694247926817476,5.825784551885356,2
-4.0390818511119726e-16,0.902670052035764,2.4733574091947403,3.632417271408146,3.8122144702598417,4.258937404646227,4.724306964749679,5.552935368087272,5.754570913146954,6.0,2
4.278238840841459e-16,0.4920177788568236,2.710377775133749,3.3080234908603527,3.738872687054691,3.9999999999999982,4.3595505481750525,4.858341554912438,5.254964421777956,5.687763581575671,2
4.156078330668254e-16,0.6760575940810196,2.6787417942572262,3.56470618702584,3.712597698315393,4.326464894570244,4.4106787949414565,5.11435347101482,5.284227759217301,5.798250298589374,2
5.20187069231942e-16,0.8585768103275185,2.844653221221969,3.499080373787365,3.811133525036232,4.337270251716878,4.438953663251336,5.231847495779941,5.679670245782389,6.169062321349325,2
5.260326543634826e-16,0.6866282091632931,2.9406556045285948,4.000000000000002,4.195351410339119,4.390748391022067,4.66326381869714,5.118731331136567,5.323706819022818,6.338717326642469,2
6.545986216351506e-16,0.4609642449887332,3.381966011250099,3.55151611594714,3.999999999999998,4.25414044368277,4.457480165522836,5.389051496235201,5.618033988749891,5.826580813521081,2
5.643561559609206e-16,0.5404313561983948,2.3413574860714568,3.42183931460579,3.647840263469487,4.319119462691736,4.403940174141537,4.806492818686845,5.204297280085928,5.796757643055796,2
8.27214363572649e-16,0.9150252833016412,3.072570209032382,3.4198698259202507,4.2008777223003815,4.474976356767672,4.5425072006050655,5.271098225936195,5.999999999999998,6.181718008829641,2
9.3027130518335e-16,0.6273395155357022,3.165352650479472,3.542523145863832,4.0,4.370017484491249,4.465175147849529,5.134941270814349,5.621789223983735,5.748644042633875,2
9.560915910038884e-16,0.2082065869746409,2.9499485577311018,3.3819660112501038,3.9999999999999982,4.000000000000002,4.381966011250101,4.446605423273231,5.618033988749893,5.622653001742132,2
1.1430713539263629e-15,0.9147005867189112,2.667715806908402,3.413206263450802,3.857642847167437,4.325452529989414,4.479288326340255,5.151636476641524,5.588517342390943,6.141581403140393,2
1.3089901678819842e-15,0.631061334311775,2.997960721021653,3.5741389364037373,3.999999999999999,4.153740048818827,4.7237699697125946,5.140766729984851,5.660142328599895,6.0,2
1.3738217268381153e-15,0.7427353766360727,2.669408295395942,3.283865619238721,3.8092475692481855,4.22861537502822,4.490315180828128,4.999999999999999,5.640671687180872,5.7315440751321445,2
1.800295096539088e-15,1.0216811733119344,2.7458413509952533,3.4142573936787093,4.197152313189675,4.388699862884644,4.519509290046894,5.156590034682556,5.999999999999995,6.146151668696749,2
2.048555426064116e-15,0.7876290542100024,2.770312200886017,3.41969640327901,4.19942220483784,4.350293025513587,4.532473983686935,5.000000000000002,5.715313609800456,5.999999999999998,2
2.3608583923869304e-15,0.7665946227624512,2.733805426263543,3.6650477455512607,3.796124461796161,4.362085786751183,4.845067924524675,5.174813972859344,5.523097636942173,5.999999999999998,2
2.8418090292163118e-15,0.9114334199207754,2.7845751707073543,3.273758328251437,3.81526218753612,4.239421574826232,4.5379260531617325,5.178650779422047,5.90899460824392,5.999999999999996,2
